no;questions;category0
5225;How can I enforce new rules to a group of youngsters who have been allowed to do as they please .;DESCRIPTION
5226;What character in The Beverly Hillbillies has the given names Daisy Moses ?;HUMAN
5227;What comedienne calls her sister-in-law Captain Bligh and her mother-in-law Moby Dick ?;HUMAN
5228;How many gallons of paint does it take to paint the Golden Gate Bridge ?;NUMERIC
5229;What president also became a supreme court justice ?;HUMAN
5230;When does menstruation begin ?;NUMERIC
5231;Where did makeup originate ?;LOCATION
5232;What is the only modern language that capitalizes its singular first-person pronoun ?;ENTITY
5233;What is the claim to fame of Agra , India ?;DESCRIPTION
5234;What flag flies over Wake Island ?;ENTITY
5235;How deep is a fathom ?;NUMERIC
5236;What Kennedy was married to Ethel ?;ENTITY
5237;What U.S. state is Mammoth Cave National Park in ?;LOCATION
5238;What is the most famous German word in the English language ?;ENTITY
5239;Who was actress June Havoc 's legendary sister ?;HUMAN
5240;What is widely used to detect birth defects ?;ENTITY
5241;What is the chromosome number of an elephant ?;NUMERIC
5242;Who killed JFK ?;HUMAN
5243;Who was the star witness at the Senate Watergate hearings ?;HUMAN
5244;What is the Order of the Arrow in Boy Scouts ?;DESCRIPTION
5245;In what country is a stuck-out tongue a friendly greeting ?;LOCATION
5246;What are the five basic swimming strokes ?;ENTITY
5247;Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the '70 's ?;HUMAN
5248;Where is Erykah Badu originally from ?;LOCATION
5249;Where can I buy a pony on the Big Island for my daughter ?;LOCATION
5250;How old was George Washington when he died ?;NUMERIC
5251;What is the recipe or formula for Coca-Cola ?;ENTITY
5252;Who made the rotary engine automobile ?;HUMAN
5253;What is the origin of the term `` blue moon , '' and how often do they occur ?;DESCRIPTION
5254;How many blacks served in the Vietnam War;NUMERIC
5255;What were the last names of gangsters Bonnie and Clyde ?;HUMAN
5256;What is the address of the famous Mexican star `` Thalia '' ?;LOCATION
5257;What does a man suffering from diphallic terata have ?;ENTITY
5258;Who invented panties ?;HUMAN
5259;What is Pittsburgh 's baseball team called ?;HUMAN
5260;What is p.m. an abbreviation for , as in 5 p.m. ?;ABBREVIATION
5261;What sport can a free-legged pacer compete in ?;ENTITY
5262;What does CPR stand for ?;ABBREVIATION
5263;What President had never held an elected office until he was elected to the White House ?;HUMAN
5264;What are the diseases that can be cured by black cumin ?;ENTITY
5265;What fruit does the ficus produce ?;ENTITY
5266;Who is the richest person in the world ?;HUMAN
5267;What is an aurora ?;DESCRIPTION
5268;How much time does the blinking of an eye take ?;NUMERIC
5269;What made the short-lived Star Hawks strip so unique ?;DESCRIPTION
5270;What 's the biggest-selling U.S. magazine aimed at a black audience ?;ENTITY
5271;How deep is a fathom ?;NUMERIC
5272;What is the primary language of the Philippines ?;ENTITY
5273;When did the use of `` the syringe '' first appear in medicinal history ?;NUMERIC
5274;What was the Long March in China ?;DESCRIPTION
5275;What international organization was founded by Clara Barton ?;HUMAN
5276;What corporation does Madonna advertise for ?;HUMAN
5277;What is the Islamic equivalent of the Red Cross ?;ENTITY
5278;How many people visit the Pope each month ?;NUMERIC
5279;What planet gave bith to Superman ?;LOCATION
5280;What month of the year is there no television in Iceland ?;NUMERIC
5281;What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?;ENTITY
5282;Who is buried in the great pyramid of Giza ?;HUMAN
5283;What is the most important nation in the world , historically ?;LOCATION
5284;What is the current unemployment rate in the U.S. ?;NUMERIC
5285;When was the first railroad from the east coast to the west coast completed ?;NUMERIC
5286;How fast can a Corvette go ?;NUMERIC
5287;What do a diamond and lump of coal have in common ?;DESCRIPTION
5288;What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?;HUMAN
5289;What effect does LSD have on the brain ?;DESCRIPTION
5290;What are the three most successful companies of our time ?;HUMAN
5291;How much did a McDonald 's hamburger cost in 1963 ?;NUMERIC
5292;What is the name of the company that manufactures the `` American Girl '' doll collection ?;HUMAN
5293;What is a horologist ?;DESCRIPTION
5294;What was the effect of the Yalta Conference ?;DESCRIPTION
5295;Where is the group M People from ?;LOCATION
5296;What country is famous for Persian rugs ?;LOCATION
5297;How many were in attendance at the Last Supper ?;NUMERIC
5298;How long should you feed your puppy Purina Puppy Chow ?;NUMERIC
5299;What do the figures represent on the Easter Island ?;DESCRIPTION
5300;What magazine paid $5 , 000 for an eight-millimeter film of John F. Kennedy 's assassination ?;ENTITY
5301;What is the name given to the Islamic counterpart of the Red Cross ?;ENTITY
5302;How does a submarine operate ?;DESCRIPTION
5303;What city is graced by the Arch of Titus ?;LOCATION
5304;What is Michael Jackson 's father 's name ?;HUMAN
5305;Who was the girl in Peter Sellers 's soup ?;HUMAN
5306;What creative genius said : `` Everything comes to him who hustles while he waits '' ?;HUMAN
5307;How is Paraguay for vacations ?;DESCRIPTION
5308;Where is the world 's most active volcano located ?;LOCATION
5309;What is the acronym for the rating system for air conditioner efficiency ?;ABBREVIATION
5310;What country is bounded in part by the Indian Ocean and Coral and Tasman seas ?;LOCATION
5311;How many people did Randy Steven Craft murder ?;NUMERIC
5312;What do you call a section of your finger from one joint to another ?;ENTITY
5313;What happened on January 15 , 1969 ?;ENTITY
5314;What Muhammad Ali maneuver was George Foreman the first victim of ?;ENTITY
5315;What is DSL ?;ABBREVIATION
5316;How many small businesses are there in the United States ?;NUMERIC
5317;Who was Ben Casey 's boss ?;HUMAN
5318;What multitalented Academy-award-winning director failed a college course in motion-picture production ?;HUMAN
5319;Where is Ayer 's rock ?;LOCATION
5320;What 's a Craps player called ?;ENTITY
5321;When was the Berlin Wall erected ?;NUMERIC
5322;When was cigarette advertising banned on television and radio ?;NUMERIC
5323;What is the name of the game that Garry Kasparov plays ?;ENTITY
5324;What Caribbean cult did Marcus Garvey originate ?;ENTITY
5325;What is the most widely cultivated plant ?;ENTITY
5326;What wild and crazy guy wrote a book called Cruel Shoes ?;HUMAN
5327;What city 's theatrical district has been dubbed The Roaring Forties ?;LOCATION
5328;What should the temperature be set at while baking Peachy Oat Muffins ?;NUMERIC
5329;What police force did Mack Sennett create ?;HUMAN
5330;How many home runs did Babe Ruth hit in his lifetime ?;NUMERIC
5331;Who was in Death of a Salesman original movie , not 1985 ?;HUMAN
5332;How do I get a complete list of all the people that are living with the last name Kilvington ?;DESCRIPTION
5333;What is Dr. Ruth 's last name ?;HUMAN
5334;What 's the world 's most common compound ?;ENTITY
5335;Where was George Washington born ?;LOCATION
5336;How many colors are there in the spectrum ?;NUMERIC
5337;What 's the middle name of movie producer Joseph E. Levine ?;HUMAN
5338;Define Sinn Fein .;DESCRIPTION
5339;What two Caribbean countries share the island of Hispaniola ?;LOCATION
5340;What is in baby powder and baby lotion that makes it smell the way it does ?;DESCRIPTION
5341;What is probability theory ?;DESCRIPTION
5342;Who told all in Ball Four ?;HUMAN
5343;What kind of car did Janis Joplin ask the Lord to buy her ?;ENTITY
5344;Who followed Willy Brandt as chancellor of the Federal Republic of Germany ?;HUMAN
5345;What continent 's second-highest peak is Mont Blanc ?;LOCATION
5346;What Peruvian city is home to the mummified body of Francisco Pizarro ?;LOCATION
5347;When did French revolutionaries storm the Bastille ?;NUMERIC
5348;How can I look up someone 's E-mail address on the Internet ?;DESCRIPTION
5349;How many men died building the Mackinaw Bridge ?;NUMERIC
5350;How do you tell somebody you like them ?;DESCRIPTION
5351;What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?;HUMAN
5352;Who is the president of Bolivia ?;HUMAN
5353;What nationality is Gorbachev ?;LOCATION
5354;Who played the title role in The Romantic Englishwoman ?;HUMAN
5355;What President once told Gene Autry : `` Please give my regards to your wife Dale '' ?;HUMAN
5356;Who made the deodorant that claimed that it `` actually builds up resistance to odor '' ?;HUMAN
5357;What is the shape of a football as stated in the NFL rulebook ?;ENTITY
5358;What is the origin of thank you notes ?;DESCRIPTION
5359;Who used AuH2O as an election slogan ?;HUMAN
5360;How long do you have to pay back debt after claiming chapter 11 bankruptcy ?;NUMERIC
5361;What Shakespearean play featured Shylock ?;ENTITY
5362;Which magazine is `` fine entertainment for men '' ?;ENTITY
5363;Why do roosters sing at five o 'clock in the morning ?;DESCRIPTION
5364;What features of the African elephant are larger than those of the Indian elephant ?;DESCRIPTION
5365;What ocean surrounds the Maldive Islands ?;LOCATION
5366;What South American country won its first World Cup soccer title in 1978 ?;LOCATION
5367;How many cullions does a male have ?;NUMERIC
5368;What painter popularized soup cans and Brillo soap pad boxes ?;HUMAN
5369;Who played Lucas McCain on The Rifleman ?;HUMAN
5370;What colorful sea 's region does Greek legend say the Amazons lived near ?;LOCATION
5371;Who was the only person convicted in the My Lai Massacre ?;HUMAN
5372;On what continent is Mozambique ?;LOCATION
5373;What words in the English have two u 's back to back ?;ENTITY
5374;What do Hasidic Jews refrain from while dating ?;ENTITY
5375;What was the name given the 6 , 500 German airforce troops that used the Spanish Civil War as a training exercise ?;HUMAN
5376;What is the poetic meter of blank verse ?;DESCRIPTION
5377;Rotary engine cars were made by what company ?;HUMAN
5378;Who was the lawyer who represented Randy Steven Craft ?;HUMAN
5379;What is the history of the soft drink Mr. Pibb ?;DESCRIPTION
5380;Which is a real berry : blackberry , cranberry , raspberry , strawberry ?;ENTITY
5381;What materials did the three little pigs use to build their houses ?;ENTITY
5382;What part did Benjamin Franklin play in the development of the newspaper in America ?;HUMAN
5383;When was Microsoft established ?;NUMERIC
5384;When did President Kennedy , Lee Harvey Oswald , and Jack Ruby all die ?;NUMERIC
5385;What is the U.S. location of Procter &amp;
5386;What is platinum ?;DESCRIPTION
5387;What state is known as the Hawkeye State ?;LOCATION
5388;Who is the prime minister of Australia ?;HUMAN
5389;What are all the southern states of the U.S. ?;LOCATION
5390;What does the River Seine empty into ?;LOCATION
5391;What did people use to freshen their breath before toothpaste ?;ENTITY
5392;Which airplane was Fawaz Younis convicted of hijacking ?;ENTITY
5393;What state did Anita Bryant represent in the 1959 Miss America contest ?;LOCATION
5394;How many soldiers were involved in the last Panama invasion by the United States of America ?;NUMERIC
5395;Describe the Long March .;DESCRIPTION
5396;What major league baseball team compiled the best won-lost record between 1957 and 1983 ?;HUMAN
5397;How many propellers helped power the plane the Wright brothers flew into history ?;NUMERIC
5398;Who died with more than 1 , 000 U.S. patents to his credit ?;HUMAN
5399;What was the name of Randy Steven Craft 's lawyer ?;HUMAN
5400;Who won the first general election for President held in Malawi in May 1994 ?;HUMAN
5401;Where is South Bend ?;LOCATION
5402;What country has the most coastline ?;LOCATION
5403;What two states is Washington D.C. between ?;LOCATION
5404;In what year did Joe DiMaggio compile his 56-game hitting streak ?;NUMERIC
5405;What year was the setting for American Graffiti ?;NUMERIC
5406;When did the art of quilting begin ?;NUMERIC
5407;Why are eggs supposed to be stored small end down ?;DESCRIPTION
5408;What must be exceeded to produce a sonic boom ?;ENTITY
5409;What is a fear of fish ?;ENTITY
5410;How much did the Iran-Contra investigation cost ?;NUMERIC
5411;What does the double-O indicate in 007 ?;DESCRIPTION
5412;What Argentine revolutionary fought with Castro and died in Bolivia in May , 1979 ?;HUMAN
5413;What botanical marvel did Nebuchadnezzar build ?;LOCATION
5414;What 's known as The queen of Drinks ?;ENTITY
5415;What famous comic strip character died of acne ?;HUMAN
5416;What is an aortic abdominal aneurysm ?;DESCRIPTION
5417;What are chloroplasts ?;DESCRIPTION
5418;How many John Deere tractors have been manufactured ?;NUMERIC
5419;Who is Zebulon Pike ?;HUMAN
5420;What did the forward-thinking Simon Brothers Bakery of Chicago insert into bagels to boost business ?;ENTITY
5421;When did communist control end in Hungary ?;NUMERIC
5422;How do I legally make my own will and testament ?;DESCRIPTION
5423;How do you make the color purple ?;DESCRIPTION
5424;What beer 's name is translated as `` lion brew '' ?;ENTITY
5425;What has been the most common Christian name of U.S. presidents ?;HUMAN
5426;How many cherubs are there on a Trivial Pursuit board ?;NUMERIC
5427;How can I search for a word within my own webpage ?;DESCRIPTION
5428;How many people live in Chile ?;NUMERIC
5429;What sport do the Cleaveland Cavaliers play ?;ENTITY
5430;What European country 's monarchy was restored in 1975 ?;LOCATION
5431;Why are sometimes your hands cold , but the rest of you isn 't ?;DESCRIPTION
5432;What English explorer discovered and named Virginia ?;HUMAN
